time,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,temperature_2m,relativehumidity_2m,rain,weathercode,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,windspeed_10m,vapor_pressure_deficit,solar_irrad
2022-04-04 05:00:00+00:00,0.0,0.0,0.0,0.0,20.5,74.0,0.0,0.0,13.0,10.0,5.0,4.0,3.6,0.63,0.031
2022-04-04 06:00:00+00:00,0.0,0.0,0.0,0.0,20.3,76.0,0.0,1.0,23.0,17.0,10.0,6.0,3.4,0.58,15.733
2022-04-04 07:00:00+00:00,26.0,9.0,17.0,74.8,20.1,78.0,0.0,1.0,24.0,16.0,11.0,11.0,2.8,0.52,85.944
2022-04-04 08:00:00+00:00,174.0,104.0,70.0,361.5,22.5,73.0,0.0,1.0,28.0,15.0,17.0,14.0,1.9,0.73,223.491
2022-04-04 09:00:00+00:00,357.0,244.0,113.0,475.8,24.7,59.0,0.0,0.0,19.0,4.0,21.0,8.0,4.0,1.27,600.592
2022-04-04 10:00:00+00:00,643.0,496.0,147.0,703.3,26.9,52.0,0.0,1.0,50.0,41.0,21.0,1.0,7.2,1.71,691.535
2022-04-04 11:00:00+00:00,780.0,595.0,185.0,698.6,28.6,48.0,0.0,2.0,79.0,76.0,17.0,0.0,8.3,2.05,859.284
2022-04-04 12:00:00+00:00,802.0,577.0,225.0,612.3,29.5,46.0,0.0,2.0,76.0,77.0,12.0,0.0,8.6,2.24,1010.058
2022-04-04 13:00:00+00:00,753.0,550.0,203.0,566.5,30.4,43.0,0.0,3.0,100.0,83.0,48.0,0.0,7.8,2.46,973.454
2022-04-04 14:00:00+00:00,637.0,346.0,291.0,369.9,29.9,45.0,0.0,3.0,100.0,99.0,96.0,0.0,6.5,2.33,852.588
2022-04-04 15:00:00+00:00,693.0,497.0,196.0,592.9,30.2,43.0,0.0,3.0,100.0,79.0,99.0,0.0,5.8,2.43,667.53
2022-04-04 16:00:00+00:00,527.0,366.0,161.0,533.3,30.3,43.0,0.0,3.0,100.0,74.0,99.0,0.0,4.3,2.46,425.678
2022-04-04 17:00:00+00:00,303.0,174.0,129.0,355.3,29.7,45.0,0.0,1.0,46.0,0.0,77.0,0.0,5.8,2.2800000000000002,178.851
2022-04-04 18:00:00+00:00,139.0,73.0,66.0,278.6,28.7,51.0,0.0,1.0,28.0,1.0,45.0,0.0,2.2,1.9300000000000002,13.744
2022-04-04 19:00:00+00:00,17.0,6.0,11.0,56.0,27.4,63.0,0.0,0.0,11.0,1.0,17.0,0.0,3.4,1.34,0.062
2022-04-04 20:00:00+00:00,0.0,0.0,0.0,0.0,27.4,57.0,0.0,0.0,12.0,1.0,19.0,0.0,3.3,1.57,0.047
2022-04-04 21:00:00+00:00,0.0,0.0,0.0,0.0,26.9,59.0,0.0,0.0,16.0,0.0,26.0,0.0,4.2,1.47,0.045
2022-04-04 22:00:00+00:00,0.0,0.0,0.0,0.0,26.4,60.0,0.0,0.0,13.0,0.0,22.0,0.0,5.9,1.37,0.045
2022-04-04 23:00:00+00:00,0.0,0.0,0.0,0.0,25.9,61.0,0.0,0.0,13.0,0.0,22.0,0.0,6.3,1.29,0.043
2022-04-05 00:00:00+00:00,0.0,0.0,0.0,0.0,25.4,62.0,0.0,0.0,16.0,0.0,27.0,0.0,6.3,1.22,0.039
2022-04-05 01:00:00+00:00,0.0,0.0,0.0,0.0,24.9,63.0,0.0,0.0,4.0,0.0,7.0,0.0,4.4,1.16,0.036
2022-04-05 02:00:00+00:00,0.0,0.0,0.0,0.0,25.1,60.0,0.0,0.0,11.0,3.0,13.0,0.0,2.5,1.28,0.031
2022-04-05 03:00:00+00:00,0.0,0.0,0.0,0.0,24.7,61.0,0.0,0.0,9.0,1.0,13.0,0.0,1.4,1.2,0.031
2022-04-05 04:00:00+00:00,0.0,0.0,0.0,0.0,24.2,64.0,0.0,0.0,6.0,0.0,10.0,0.0,1.8,1.09,0.027
2022-04-05 05:00:00+00:00,0.0,0.0,0.0,0.0,22.7,71.0,0.0,0.0,7.0,0.0,11.0,0.0,3.2,0.81,0.043
2022-04-05 06:00:00+00:00,0.0,0.0,0.0,0.0,22.2,73.0,0.0,0.0,9.0,0.0,15.0,0.0,3.8,0.72,15.176
2022-04-05 07:00:00+00:00,29.0,14.0,15.0,114.8,22.3,74.0,0.0,0.0,8.0,1.0,11.0,0.0,3.0,0.6900000000000001,64.4
2022-04-05 08:00:00+00:00,204.0,133.0,71.0,457.3,24.8,71.0,0.0,0.0,2.0,0.0,3.0,0.0,1.9,0.91,214.704
2022-04-05 09:00:00+00:00,449.0,343.0,106.0,665.1,27.5,54.0,0.0,0.0,1.0,0.0,2.0,0.0,1.8,1.7000000000000002,616.733
2022-04-05 10:00:00+00:00,673.0,549.0,124.0,775.7,29.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4,2.01,811.832
2022-04-05 11:00:00+00:00,846.0,713.0,133.0,835.0,30.3,47.0,0.0,1.0,36.0,39.0,1.0,0.0,4.5,2.29,936.316
2022-04-05 12:00:00+00:00,953.0,806.0,147.0,853.7,31.9,43.0,0.0,3.0,100.0,90.0,83.0,0.0,6.0,2.7199999999999998,971.222
2022-04-05 13:00:00+00:00,921.0,720.0,201.0,740.5,32.9,40.0,0.0,3.0,84.0,38.0,83.0,0.0,5.3,3.03,965.09
2022-04-05 14:00:00+00:00,599.0,255.0,344.0,272.3,32.7,41.0,0.0,2.0,68.0,33.0,64.0,0.0,4.9,2.92,829.673
2022-04-05 15:00:00+00:00,489.0,211.0,278.0,251.4,32.6,41.0,0.0,2.0,58.0,22.0,64.0,0.0,4.3,2.91,640.105
2022-04-05 16:00:00+00:00,432.0,257.0,175.0,374.0,32.4,41.0,0.0,1.0,22.0,0.0,36.0,0.0,3.1,2.85,409.111
2022-04-05 17:00:00+00:00,291.0,147.0,144.0,299.7,31.7,44.0,0.0,0.0,13.0,0.0,22.0,0.0,2.2,2.64,157.014
2022-04-05 18:00:00+00:00,137.0,56.0,81.0,213.0,30.7,49.0,0.0,0.0,11.0,0.0,17.0,1.0,2.9,2.25,13.996
2022-04-05 19:00:00+00:00,16.0,5.0,11.0,46.5,29.3,62.0,0.0,0.0,10.0,0.0,14.0,4.0,4.7,1.55,0.069
2022-04-05 20:00:00+00:00,0.0,0.0,0.0,0.0,28.4,62.0,0.0,0.0,14.0,1.0,18.0,8.0,3.1,1.46,0.055
2022-04-05 21:00:00+00:00,0.0,0.0,0.0,0.0,28.0,61.0,0.0,0.0,18.0,2.0,22.0,11.0,0.7000000000000001,1.48,0.049
2022-04-05 22:00:00+00:00,0.0,0.0,0.0,0.0,27.3,63.0,0.0,0.0,11.0,0.0,16.0,6.0,1.8,1.34,0.04
2022-04-05 23:00:00+00:00,0.0,0.0,0.0,0.0,26.9,65.0,0.0,0.0,5.0,0.0,9.0,0.0,4.0,1.26,0.038
2022-04-06 00:00:00+00:00,0.0,0.0,0.0,0.0,26.2,67.0,0.0,0.0,10.0,0.0,16.0,0.0,3.6,1.11,0.038
2022-04-06 01:00:00+00:00,0.0,0.0,0.0,0.0,25.7,70.0,0.0,0.0,7.0,0.0,12.0,0.0,2.5,1.0,0.041
2022-04-06 02:00:00+00:00,0.0,0.0,0.0,0.0,26.1,65.0,0.0,0.0,9.0,0.0,15.0,0.0,1.9,1.19,0.039
2022-04-06 03:00:00+00:00,0.0,0.0,0.0,0.0,25.7,67.0,0.0,0.0,5.0,1.0,6.0,0.0,3.8,1.09,0.042
2022-04-06 04:00:00+00:00,0.0,0.0,0.0,0.0,25.2,70.0,0.0,0.0,17.0,9.0,15.0,0.0,4.8,0.97,0.04
2022-04-06 05:00:00+00:00,0.0,0.0,0.0,0.0,24.8,71.0,0.0,1.0,27.0,10.0,30.0,0.0,4.3,0.91,0.064
2022-04-06 06:00:00+00:00,0.0,0.0,0.0,0.0,24.6,72.0,0.0,1.0,25.0,5.0,34.0,0.0,3.7,0.88,16.369
2022-04-06 07:00:00+00:00,29.0,14.0,15.0,113.3,24.5,73.0,0.0,1.0,24.0,7.0,30.0,0.0,1.8,0.8300000000000001,87.303
2022-04-06 08:00:00+00:00,183.0,121.0,62.0,411.6,26.0,77.0,0.0,0.0,19.0,5.0,23.0,2.0,1.1,0.77,167.367
2022-04-06 09:00:00+00:00,419.0,313.0,106.0,603.6,29.2,55.0,0.0,0.0,12.0,2.0,12.0,10.0,1.8,1.83,227.639
2022-04-06 10:00:00+00:00,653.0,515.0,138.0,725.1,30.8,49.0,0.0,0.0,14.0,0.0,8.0,31.0,1.3,2.29,281.117
2022-04-06 11:00:00+00:00,843.0,714.0,129.0,834.1,32.2,45.0,0.0,0.0,15.0,0.0,12.0,25.0,1.9,2.67,377.512
2022-04-06 12:00:00+00:00,911.0,766.0,145.0,809.8,33.2,42.0,0.0,0.0,14.0,1.0,9.0,24.0,4.0,2.96,479.854
2022-04-06 13:00:00+00:00,953.0,809.0,144.0,830.8,34.1,40.0,0.0,0.0,20.0,8.0,9.0,24.0,4.1,3.2,658.375
2022-04-06 14:00:00+00:00,774.0,565.0,209.0,602.6,33.5,42.0,0.0,0.0,9.0,0.0,7.0,17.0,3.8,3.0,456.712
2022-04-06 15:00:00+00:00,604.0,368.0,236.0,438.0,33.5,42.0,0.0,0.0,10.0,0.0,6.0,21.0,4.3,3.0,395.13
2022-04-06 16:00:00+00:00,365.0,201.0,164.0,292.2,32.6,45.0,0.2,51.0,23.0,0.0,11.0,56.0,2.7,2.73,225.064
2022-04-06 17:00:00+00:00,291.0,136.0,155.0,276.8,31.9,47.0,0.0,1.0,26.0,0.0,22.0,44.0,4.6,2.5,73.53
2022-04-06 18:00:00+00:00,136.0,61.0,75.0,231.3,31.2,52.0,0.0,1.0,32.0,0.0,23.0,61.0,4.3,2.19,10.859
2022-04-06 19:00:00+00:00,19.0,5.0,14.0,46.3,30.4,57.0,0.0,1.0,35.0,0.0,23.0,72.0,7.1,1.88,0.057
2022-04-06 20:00:00+00:00,0.0,0.0,0.0,0.0,30.0,57.0,0.0,1.0,30.0,0.0,14.0,72.0,7.4,1.8399999999999999,0.052
2022-04-06 21:00:00+00:00,0.0,0.0,0.0,0.0,29.1,63.0,0.0,1.0,23.0,0.0,13.0,50.0,6.4,1.48,0.042
2022-04-06 22:00:00+00:00,0.0,0.0,0.0,0.0,27.4,72.0,0.0,0.0,20.0,0.0,13.0,40.0,4.3,1.02,0.034
2022-04-06 23:00:00+00:00,0.0,0.0,0.0,0.0,26.1,77.0,0.2,51.0,12.0,0.0,10.0,19.0,1.0,0.76,0.03
2022-04-07 00:00:00+00:00,0.0,0.0,0.0,0.0,25.0,82.0,0.0,0.0,17.0,1.0,24.0,4.0,1.1,0.5700000000000001,0.033
2022-04-07 01:00:00+00:00,0.0,0.0,0.0,0.0,24.0,88.0,0.1,51.0,20.0,0.0,34.0,0.0,2.5,0.36,0.035
2022-04-07 02:00:00+00:00,0.0,0.0,0.0,0.0,24.0,86.0,0.0,1.0,33.0,11.0,38.0,0.0,4.3,0.42,0.035
2022-04-07 03:00:00+00:00,0.0,0.0,0.0,0.0,23.6,87.0,0.0,2.0,52.0,8.0,74.0,0.0,5.4,0.37,0.034
2022-04-07 04:00:00+00:00,0.0,0.0,0.0,0.0,23.3,89.0,0.0,2.0,50.0,17.0,58.0,0.0,5.1,0.32,0.036
2022-04-07 05:00:00+00:00,0.0,0.0,0.0,0.0,22.8,90.0,0.0,0.0,20.0,0.0,31.0,4.0,5.0,0.27,0.047
2022-04-07 06:00:00+00:00,0.0,0.0,0.0,0.0,22.7,91.0,0.0,1.0,37.0,5.0,51.0,5.0,4.1,0.25,1.825
2022-04-07 07:00:00+00:00,27.0,11.0,16.0,87.9,23.0,91.0,0.0,1.0,39.0,11.0,44.0,10.0,5.6,0.24,4.303
2022-04-07 08:00:00+00:00,181.0,114.0,67.0,383.8,25.1,81.0,0.0,1.0,41.0,13.0,43.0,10.0,6.2,0.61,16.535
2022-04-07 09:00:00+00:00,398.0,299.0,99.0,573.5,26.7,71.0,0.0,3.0,100.0,77.0,84.0,13.0,8.3,1.03,36.345
2022-04-07 10:00:00+00:00,590.0,430.0,160.0,603.3,27.9,65.0,0.0,3.0,100.0,73.0,100.0,9.0,9.8,1.33,108.632
2022-04-07 11:00:00+00:00,645.0,408.0,237.0,475.5,29.4,60.0,0.0,3.0,100.0,56.0,91.0,19.0,12.1,1.65,98.726
2022-04-07 12:00:00+00:00,652.0,437.0,215.0,461.2,30.6,54.0,0.0,3.0,81.0,21.0,77.0,53.0,11.5,2.03,196.717
2022-04-07 13:00:00+00:00,660.0,493.0,167.0,505.6,31.7,48.0,0.0,2.0,58.0,7.0,52.0,68.0,11.3,2.43,393.626
2022-04-07 14:00:00+00:00,466.0,137.0,329.0,145.9,26.6,74.0,0.0,2.0,71.0,2.0,74.0,81.0,8.6,0.9,479.347
2022-04-07 15:00:00+00:00,528.0,313.0,215.0,372.1,27.3,70.0,0.0,2.0,63.0,3.0,64.0,74.0,8.0,1.11,363.304
2022-04-07 16:00:00+00:00,425.0,267.0,158.0,387.7,27.6,66.0,0.0,2.0,56.0,2.0,45.0,92.0,8.3,1.26,214.767
2022-04-07 17:00:00+00:00,277.0,157.0,120.0,319.1,27.7,64.0,0.0,1.0,43.0,0.0,28.0,88.0,7.2,1.34,64.829
2022-04-07 18:00:00+00:00,149.0,72.0,77.0,272.2,27.5,65.0,0.0,1.0,32.0,2.0,12.0,77.0,5.5,1.3,9.866
2022-04-07 19:00:00+00:00,17.0,4.0,13.0,36.9,26.6,70.0,0.0,1.0,26.0,0.0,6.0,76.0,2.5,1.04,0.041
2022-04-07 20:00:00+00:00,0.0,0.0,0.0,0.0,25.2,79.0,0.0,1.0,22.0,0.0,4.0,66.0,4.5,0.67,0.035
2022-04-07 21:00:00+00:00,0.0,0.0,0.0,0.0,24.3,83.0,0.0,0.0,18.0,0.0,4.0,53.0,4.7,0.51,0.035
2022-04-07 22:00:00+00:00,0.0,0.0,0.0,0.0,23.8,86.0,0.0,0.0,10.0,1.0,4.0,21.0,4.5,0.41000000000000003,0.026
2022-04-07 23:00:00+00:00,0.0,0.0,0.0,0.0,23.4,88.0,0.0,0.0,8.0,1.0,7.0,9.0,5.9,0.35000000000000003,0.029
2022-04-08 00:00:00+00:00,0.0,0.0,0.0,0.0,23.0,89.0,0.0,0.0,11.0,2.0,6.0,17.0,4.7,0.3,0.026
2022-04-08 01:00:00+00:00,0.0,0.0,0.0,0.0,22.4,92.0,0.0,0.0,13.0,5.0,11.0,5.0,4.3,0.22,0.028
2022-04-08 02:00:00+00:00,0.0,0.0,0.0,0.0,22.5,87.0,0.0,0.0,17.0,7.0,18.0,1.0,2.1,0.34,0.03
2022-04-08 03:00:00+00:00,0.0,0.0,0.0,0.0,22.4,87.0,0.0,0.0,14.0,5.0,16.0,0.0,3.1,0.35000000000000003,0.032
2022-04-08 04:00:00+00:00,0.0,0.0,0.0,0.0,21.8,90.0,0.0,1.0,23.0,5.0,26.0,9.0,2.5,0.26,0.036
2022-04-08 05:00:00+00:00,0.0,0.0,0.0,0.0,21.5,91.0,0.0,1.0,31.0,12.0,33.0,0.0,3.0,0.23,0.039
2022-04-08 06:00:00+00:00,0.0,0.0,0.0,0.0,21.8,90.0,0.0,1.0,22.0,4.0,30.0,0.0,2.4,0.25,4.815
2022-04-08 07:00:00+00:00,28.0,13.0,15.0,102.5,22.2,90.0,0.0,1.0,35.0,8.0,46.0,0.0,2.3,0.28,76.123
2022-04-08 08:00:00+00:00,192.0,118.0,74.0,393.3,25.1,79.0,0.0,1.0,38.0,8.0,49.0,5.0,2.2,0.66,116.617
2022-04-08 09:00:00+00:00,399.0,266.0,133.0,507.6,27.4,65.0,0.0,1.0,28.0,7.0,33.0,6.0,2.5,1.26,379.653
2022-04-08 10:00:00+00:00,512.0,342.0,170.0,478.3,28.9,59.0,0.0,1.0,26.0,13.0,21.0,6.0,3.8,1.6099999999999999,592.712
2022-04-08 11:00:00+00:00,671.0,466.0,205.0,541.8,30.1,55.0,0.1,51.0,29.0,16.0,20.0,9.0,4.7,1.9100000000000001,695.168
2022-04-08 12:00:00+00:00,823.0,638.0,185.0,672.1,31.1,52.0,0.0,1.0,37.0,19.0,30.0,7.0,3.8,2.16,754.201
2022-04-08 13:00:00+00:00,804.0,639.0,165.0,654.4,31.8,50.0,0.0,1.0,31.0,16.0,25.0,5.0,2.3,2.33,615.675
2022-04-08 14:00:00+00:00,721.0,539.0,182.0,573.5,31.5,51.0,0.0,1.0,35.0,21.0,24.0,6.0,2.1,2.26,495.967
2022-04-08 15:00:00+00:00,587.0,412.0,175.0,489.3,31.5,50.0,0.0,0.0,14.0,4.0,16.0,4.0,4.3,2.33,382.148
2022-04-08 16:00:00+00:00,540.0,408.0,132.0,591.8,31.3,50.0,0.0,1.0,20.0,5.0,19.0,15.0,3.6,2.27,264.41
2022-04-08 17:00:00+00:00,342.0,223.0,119.0,452.5,29.8,55.0,0.0,1.0,46.0,12.0,32.0,52.0,4.1,1.87,81.92
2022-04-08 18:00:00+00:00,125.0,65.0,60.0,245.0,28.6,65.0,0.0,1.0,42.0,7.0,32.0,54.0,3.2,1.35,7.973
2022-04-08 19:00:00+00:00,18.0,5.0,13.0,45.9,27.9,69.0,0.0,1.0,38.0,5.0,20.0,70.0,1.5,1.15,0.052
2022-04-08 20:00:00+00:00,0.0,0.0,0.0,0.0,26.9,76.0,0.0,1.0,32.0,6.0,13.0,63.0,1.5,0.85,0.048
2022-04-08 21:00:00+00:00,0.0,0.0,0.0,0.0,26.8,75.0,0.0,1.0,32.0,5.0,9.0,75.0,1.1,0.88,0.044
2022-04-08 22:00:00+00:00,0.0,0.0,0.0,0.0,26.5,76.0,0.0,1.0,26.0,6.0,8.0,53.0,0.5,0.84,0.046
2022-04-08 23:00:00+00:00,0.0,0.0,0.0,0.0,26.1,77.0,0.0,0.0,19.0,6.0,14.0,16.0,1.8,0.79,0.044
2022-04-09 00:00:00+00:00,0.0,0.0,0.0,0.0,25.8,77.0,0.0,1.0,22.0,5.0,22.0,15.0,4.0,0.75,0.045
2022-04-09 01:00:00+00:00,0.0,0.0,0.0,0.0,25.3,79.0,0.0,0.0,13.0,2.0,10.0,17.0,3.6,0.68,0.038
2022-04-09 02:00:00+00:00,0.0,0.0,0.0,0.0,25.2,78.0,0.0,0.0,13.0,1.0,12.0,16.0,2.9,0.71,0.043
2022-04-09 03:00:00+00:00,0.0,0.0,0.0,0.0,24.7,80.0,0.0,0.0,8.0,2.0,10.0,2.0,2.5,0.62,0.039
2022-04-09 04:00:00+00:00,0.0,0.0,0.0,0.0,24.2,83.0,0.0,0.0,8.0,2.0,10.0,0.0,3.1,0.52,0.036
2022-04-09 05:00:00+00:00,0.0,0.0,0.0,0.0,23.8,85.0,0.0,0.0,1.0,0.0,2.0,0.0,3.1,0.45,0.058
2022-04-09 06:00:00+00:00,0.0,0.0,0.0,0.0,23.4,86.0,0.0,0.0,1.0,0.0,2.0,0.0,2.1,0.4,16.409
2022-04-09 07:00:00+00:00,32.0,15.0,17.0,116.9,23.5,86.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4,100.399
2022-04-09 08:00:00+00:00,201.0,128.0,73.0,422.4,25.7,77.0,0.0,0.0,2.0,0.0,3.0,0.0,1.3,0.77,234.745
2022-04-09 09:00:00+00:00,440.0,332.0,108.0,630.3,28.3,63.0,0.0,0.0,2.0,0.0,4.0,0.0,1.9,1.4,473.194
2022-04-09 10:00:00+00:00,661.0,539.0,122.0,751.3,29.8,57.0,0.0,0.0,5.0,1.0,6.0,0.0,2.5,1.8,656.2
2022-04-09 11:00:00+00:00,755.0,629.0,126.0,729.7,30.7,53.0,0.1,51.0,9.0,3.0,10.0,0.0,3.3,2.07,778.047
2022-04-09 12:00:00+00:00,769.0,554.0,215.0,582.6,31.5,51.0,0.0,0.0,9.0,2.0,10.0,4.0,3.5,2.2800000000000002,835.89
2022-04-09 13:00:00+00:00,845.0,671.0,174.0,686.3,32.6,47.0,0.0,0.0,16.0,1.0,20.0,10.0,3.4,2.61,804.175
2022-04-09 14:00:00+00:00,747.0,576.0,171.0,612.2,33.0,43.0,0.0,0.0,10.0,0.0,13.0,6.0,3.1,2.85,687.316
2022-04-09 15:00:00+00:00,746.0,600.0,146.0,711.9,33.6,41.0,0.0,0.0,11.0,1.0,15.0,5.0,2.6,3.08,392.366
2022-04-09 16:00:00+00:00,544.0,416.0,128.0,602.7,33.4,40.0,0.0,1.0,23.0,3.0,26.0,14.0,4.1,3.07,216.3
2022-04-09 17:00:00+00:00,358.0,254.0,104.0,514.7,32.8,41.0,0.0,1.0,21.0,0.0,29.0,12.0,3.3,2.92,120.925
2022-04-09 18:00:00+00:00,150.0,83.0,67.0,311.9,30.9,53.0,0.0,1.0,24.0,1.0,30.0,17.0,3.7,2.09,9.636
2022-04-09 19:00:00+00:00,18.0,7.0,11.0,64.0,29.7,58.0,0.0,0.0,16.0,1.0,19.0,12.0,5.5,1.74,0.059
2022-04-09 20:00:00+00:00,0.0,0.0,0.0,0.0,28.3,68.0,0.0,0.0,17.0,2.0,22.0,8.0,6.2,1.22,0.053
2022-04-09 21:00:00+00:00,0.0,0.0,0.0,0.0,27.5,72.0,0.0,0.0,11.0,0.0,18.0,0.0,6.3,1.02,0.034
2022-04-09 22:00:00+00:00,0.0,0.0,0.0,0.0,27.0,74.0,0.0,0.0,9.0,1.0,13.0,0.0,5.8,0.91,0.034
2022-04-09 23:00:00+00:00,0.0,0.0,0.0,0.0,26.9,73.0,0.0,0.0,8.0,0.0,14.0,0.0,3.3,0.97,0.044
2022-04-10 00:00:00+00:00,0.0,0.0,0.0,0.0,26.7,73.0,0.0,0.0,17.0,1.0,27.0,0.0,1.9,0.9400000000000001,0.04
2022-04-10 01:00:00+00:00,0.0,0.0,0.0,0.0,26.1,77.0,0.0,0.0,14.0,0.0,23.0,0.0,1.1,0.76,0.035
2022-04-10 02:00:00+00:00,0.0,0.0,0.0,0.0,26.7,70.0,0.0,1.0,27.0,1.0,43.0,0.0,2.2,1.05,0.034
2022-04-10 03:00:00+00:00,0.0,0.0,0.0,0.0,26.4,71.0,0.0,1.0,33.0,3.0,50.0,0.0,3.3,1.0,0.031
2022-04-10 04:00:00+00:00,0.0,0.0,0.0,0.0,26.0,74.0,0.0,0.0,19.0,0.0,31.0,0.0,3.5,0.89,0.035
2022-04-10 05:00:00+00:00,0.0,0.0,0.0,0.0,25.4,77.0,0.0,0.0,18.0,1.0,29.0,0.0,0.5,0.76,0.07
2022-04-10 06:00:00+00:00,0.0,0.0,0.0,0.0,25.0,79.0,0.0,0.0,14.0,0.0,24.0,0.0,1.1,0.67,18.116
2022-04-10 07:00:00+00:00,31.0,14.0,17.0,107.8,25.0,80.0,0.0,0.0,14.0,0.0,24.0,0.0,1.9,0.63,86.272
2022-04-10 08:00:00+00:00,208.0,135.0,73.0,441.3,26.6,74.0,0.0,0.0,9.0,0.0,15.0,0.0,2.2,0.91,243.041
2022-04-10 09:00:00+00:00,392.0,290.0,102.0,547.9,28.7,62.0,0.0,0.0,5.0,0.0,9.0,0.0,3.1,1.48,517.24
2022-04-10 10:00:00+00:00,592.0,433.0,159.0,601.7,30.4,56.0,0.0,0.0,4.0,0.0,7.0,0.0,3.1,1.9300000000000002,707.845
2022-04-10 11:00:00+00:00,779.0,643.0,136.0,744.3,31.8,51.0,0.0,0.0,5.0,0.0,9.0,0.0,2.6,2.3,837.765
2022-04-10 12:00:00+00:00,744.0,574.0,170.0,602.7,32.7,48.0,0.0,0.0,14.0,2.0,20.0,0.0,2.3,2.59,891.099
2022-04-10 13:00:00+00:00,936.0,775.0,161.0,791.7,33.6,45.0,0.0,0.0,16.0,0.0,26.0,0.0,2.4,2.88,851.827
2022-04-10 14:00:00+00:00,802.0,603.0,199.0,640.2,33.7,41.0,0.0,1.0,22.0,0.0,36.0,0.0,3.0,3.1,721.583
2022-04-10 15:00:00+00:00,651.0,497.0,154.0,589.2,33.6,41.0,0.0,0.0,14.0,0.0,24.0,0.0,3.3,3.1,373.261
2022-04-10 16:00:00+00:00,487.0,358.0,129.0,518.2,33.6,40.0,0.0,0.0,16.0,0.0,26.0,0.0,3.4,3.1,91.979
2022-04-10 17:00:00+00:00,319.0,234.0,85.0,473.5,32.9,42.0,0.0,1.0,20.0,0.0,34.0,0.0,3.0,2.91,128.433
2022-04-10 18:00:00+00:00,173.0,114.0,59.0,427.1,31.9,46.0,0.0,0.0,17.0,0.0,29.0,0.0,3.2,2.55,18.341
2022-04-10 19:00:00+00:00,18.0,8.0,10.0,72.8,30.5,56.0,0.0,0.0,15.0,0.0,25.0,0.0,5.6,1.9,0.063
2022-04-10 20:00:00+00:00,0.0,0.0,0.0,0.0,30.1,54.0,0.0,0.0,11.0,0.0,18.0,0.0,6.4,1.98,0.056
2022-04-10 21:00:00+00:00,0.0,0.0,0.0,0.0,29.3,60.0,0.0,0.0,14.0,0.0,23.0,0.0,6.1,1.6400000000000001,0.051
2022-04-10 22:00:00+00:00,0.0,0.0,0.0,0.0,28.8,59.0,0.0,0.0,10.0,0.0,17.0,0.0,6.1,1.6099999999999999,0.048
2022-04-10 23:00:00+00:00,0.0,0.0,0.0,0.0,28.1,62.0,0.0,0.0,11.0,3.0,13.0,0.0,6.2,1.43,0.049
2022-04-11 00:00:00+00:00,0.0,0.0,0.0,0.0,27.4,65.0,0.0,0.0,4.0,0.0,7.0,0.0,5.7,1.27,0.046
2022-04-11 01:00:00+00:00,0.0,0.0,0.0,0.0,26.9,67.0,0.0,0.0,4.0,0.0,6.0,0.0,4.8,1.16,0.043
2022-04-11 02:00:00+00:00,0.0,0.0,0.0,0.0,27.5,63.0,0.0,0.0,5.0,0.0,8.0,0.0,3.6,1.38,0.036
2022-04-11 03:00:00+00:00,0.0,0.0,0.0,0.0,27.1,65.0,0.0,0.0,5.0,0.0,9.0,0.0,3.6,1.27,0.035
2022-04-11 04:00:00+00:00,0.0,0.0,0.0,0.0,26.6,67.0,0.0,0.0,8.0,1.0,12.0,0.0,4.3,1.16,0.038
2022-04-11 05:00:00+00:00,0.0,0.0,0.0,0.0,26.2,69.0,0.0,0.0,11.0,0.0,19.0,0.0,4.1,1.07,0.078
2022-04-11 06:00:00+00:00,0.0,0.0,0.0,0.0,25.8,71.0,0.0,0.0,7.0,0.0,11.0,0.0,3.4,0.97,17.783
2022-04-11 07:00:00+00:00,36.0,17.0,19.0,129.4,25.6,72.0,0.0,0.0,5.0,0.0,8.0,0.0,2.9,0.91,82.805
2022-04-11 08:00:00+00:00,227.0,156.0,71.0,505.3,27.5,68.0,0.0,0.0,2.0,0.0,3.0,0.0,1.9,1.18,241.05
2022-04-11 09:00:00+00:00,421.0,319.0,102.0,599.8,29.9,57.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,1.82,510.139
2022-04-11 10:00:00+00:00,661.0,535.0,126.0,741.2,31.9,48.0,0.0,0.0,1.0,0.0,1.0,0.0,2.9,2.45,708.878
2022-04-11 11:00:00+00:00,851.0,717.0,134.0,828.2,33.4,42.0,0.0,0.0,8.0,0.0,13.0,0.0,2.5,2.98,834.924
2022-04-11 12:00:00+00:00,816.0,637.0,179.0,667.8,34.3,38.0,0.0,0.0,10.0,0.0,16.0,0.0,3.6,3.33,876.324
2022-04-11 13:00:00+00:00,658.0,419.0,239.0,427.5,34.3,38.0,0.0,0.0,19.0,0.0,31.0,0.0,4.7,3.38,849.097
2022-04-11 14:00:00+00:00,751.0,582.0,169.0,617.3,34.6,34.0,0.0,0.0,18.0,0.0,30.0,0.0,5.4,3.61,249.667
2022-04-11 15:00:00+00:00,672.0,541.0,131.0,640.7,34.7,34.0,0.0,0.0,18.0,0.0,30.0,0.0,5.5,3.66,100.58
